occurrence_date,report_date,report_year,neighbourhood_name,premises_type,status
2017-04-29T00:00:00Z,2017-04-30T00:00:00Z,2017,Rosedale-Moore Park (98),House,STOLEN
2017-08-22T00:00:00Z,2017-08-24T00:00:00Z,2017,Yonge-Eglinton (100),Commercial,STOLEN
2018-10-29T00:00:00Z,2018-11-05T00:00:00Z,2018,Yonge-St.Clair (97),Other,STOLEN
2017-05-09T00:00:00Z,2017-05-09T00:00:00Z,2017,Rosedale-Moore Park (98),Apartment,STOLEN
2017-08-29T00:00:00Z,2017-08-29T00:00:00Z,2017,Yonge-Eglinton (100),Other,STOLEN
2017-09-08T00:00:00Z,2017-09-09T00:00:00Z,2017,Yonge-Eglinton (100),Outside,STOLEN
2017-10-01T00:00:00Z,2017-10-02T00:00:00Z,2017,Yonge-Eglinton (100),Commercial,STOLEN
2017-10-04T00:00:00Z,2017-10-04T00:00:00Z,2017,Yonge-Eglinton (100),House,STOLEN
2017-10-08T00:00:00Z,2017-10-09T00:00:00Z,2017,Yonge-Eglinton (100),Outside,STOLEN
2018-02-08T00:00:00Z,2018-02-09T00:00:00Z,2018,Yonge-Eglinton (100),Apartment,STOLEN
2018-03-10T00:00:00Z,2018-03-13T00:00:00Z,2018,Yonge-Eglinton (100),Outside,STOLEN
2018-03-10T00:00:00Z,2018-03-13T00:00:00Z,2018,Yonge-Eglinton (100),Outside,STOLEN
2018-05-13T00:00:00Z,2018-05-15T00:00:00Z,2018,Yonge-Eglinton (100),House,STOLEN
2018-06-14T00:00:00Z,2018-06-15T00:00:00Z,2018,Yonge-Eglinton (100),House,UNKNOWN
2018-07-31T00:00:00Z,2018-08-01T00:00:00Z,2018,Yonge-Eglinton (100),House,STOLEN
2018-08-18T00:00:00Z,2018-08-19T00:00:00Z,2018,Yonge-Eglinton (100),House,STOLEN
2019-05-23T00:00:00Z,2019-05-24T00:00:00Z,2019,Yonge-Eglinton (100),Educational,STOLEN
2019-05-27T00:00:00Z,2019-05-27T00:00:00Z,2019,Yonge-Eglinton (100),Commercial,STOLEN
2019-06-26T00:00:00Z,2019-06-26T00:00:00Z,2019,Yonge-Eglinton (100),House,STOLEN
2019-06-26T00:00:00Z,2019-06-26T00:00:00Z,2019,Yonge-Eglinton (100),House,STOLEN
2019-07-22T00:00:00Z,2019-07-22T00:00:00Z,2019,Yonge-Eglinton (100),House,STOLEN
2019-07-22T00:00:00Z,2019-07-22T00:00:00Z,2019,Yonge-Eglinton (100),House,STOLEN
2019-11-06T00:00:00Z,2019-11-07T00:00:00Z,2019,Yonge-Eglinton (100),Commercial,UNKNOWN
2020-02-25T00:00:00Z,2020-04-01T00:00:00Z,2020,Yonge-Eglinton (100),Outside,STOLEN
2020-04-07T00:00:00Z,2020-04-07T00:00:00Z,2020,Yonge-Eglinton (100),Outside,UNKNOWN
2020-04-10T00:00:00Z,2020-04-11T00:00:00Z,2020,Yonge-Eglinton (100),Other,STOLEN
2020-04-12T00:00:00Z,2020-04-12T00:00:00Z,2020,Yonge-Eglinton (100),Other,STOLEN
2014-11-08T00:00:00Z,2014-11-08T00:00:00Z,2014,Yonge-Eglinton (100),Outside,STOLEN
2020-06-17T00:00:00Z,2020-06-18T00:00:00Z,2020,Yonge-Eglinton (100),House,STOLEN
2020-07-11T00:00:00Z,2020-07-14T00:00:00Z,2020,Yonge-Eglinton (100),Apartment,STOLEN
2020-07-16T00:00:00Z,2020-07-22T00:00:00Z,2020,Yonge-Eglinton (100),Outside,STOLEN
2020-07-29T00:00:00Z,2020-07-30T00:00:00Z,2020,Yonge-Eglinton (100),Apartment,STOLEN
2020-08-12T00:00:00Z,2020-08-12T00:00:00Z,2020,Yonge-Eglinton (100),House,STOLEN
2020-08-16T00:00:00Z,2020-08-16T00:00:00Z,2020,Yonge-Eglinton (100),Commercial,STOLEN
2020-08-27T00:00:00Z,2020-08-29T00:00:00Z,2020,Yonge-Eglinton (100),Other,STOLEN
2020-08-30T00:00:00Z,2020-08-30T00:00:00Z,2020,Yonge-Eglinton (100),Commercial,STOLEN
2020-07-29T00:00:00Z,2020-07-30T00:00:00Z,2020,Yonge-Eglinton (100),Outside,STOLEN
2020-09-21T00:00:00Z,2020-09-22T00:00:00Z,2020,Yonge-Eglinton (100),Apartment,STOLEN
2020-11-23T00:00:00Z,2020-11-24T00:00:00Z,2020,Yonge-Eglinton (100),Outside,STOLEN
2020-11-21T00:00:00Z,2020-11-25T00:00:00Z,2020,Yonge-Eglinton (100),Other,STOLEN
2014-05-30T00:00:00Z,2014-05-31T00:00:00Z,2014,Yonge-Eglinton (100),Outside,STOLEN
2014-06-30T00:00:00Z,2014-07-01T00:00:00Z,2014,Yonge-Eglinton (100),Outside,STOLEN
2014-07-03T00:00:00Z,2014-07-09T00:00:00Z,2014,Yonge-Eglinton (100),Outside,STOLEN
2014-08-17T00:00:00Z,2014-08-20T00:00:00Z,2014,Yonge-Eglinton (100),Other,STOLEN
2015-03-14T00:00:00Z,2015-04-16T00:00:00Z,2015,Yonge-Eglinton (100),House,STOLEN
2015-05-03T00:00:00Z,2015-05-06T00:00:00Z,2015,Yonge-Eglinton (100),Transit,STOLEN
2015-05-14T00:00:00Z,2015-05-18T00:00:00Z,2015,Yonge-Eglinton (100),Commercial,STOLEN
2015-06-08T00:00:00Z,2015-06-18T00:00:00Z,2015,Yonge-Eglinton (100),House,STOLEN
2015-06-28T00:00:00Z,2015-06-29T00:00:00Z,2015,Yonge-Eglinton (100),Other,STOLEN
2015-06-28T00:00:00Z,2015-06-29T00:00:00Z,2015,Yonge-Eglinton (100),Other,STOLEN
2015-08-22T00:00:00Z,2015-08-22T00:00:00Z,2015,Yonge-Eglinton (100),Outside,STOLEN
2015-08-27T00:00:00Z,2015-08-29T00:00:00Z,2015,Yonge-Eglinton (100),House,STOLEN
2015-09-13T00:00:00Z,2015-09-15T00:00:00Z,2015,Yonge-Eglinton (100),House,STOLEN
2015-09-26T00:00:00Z,2015-09-29T00:00:00Z,2015,Yonge-Eglinton (100),House,STOLEN
2015-09-26T00:00:00Z,2015-09-29T00:00:00Z,2015,Yonge-Eglinton (100),House,STOLEN
2015-10-29T00:00:00Z,2015-10-29T00:00:00Z,2015,Yonge-Eglinton (100),Outside,STOLEN
2016-02-09T00:00:00Z,2016-02-09T00:00:00Z,2016,Yonge-Eglinton (100),Other,UNKNOWN
2016-02-09T00:00:00Z,2016-02-09T00:00:00Z,2016,Yonge-Eglinton (100),Other,UNKNOWN
2016-02-09T00:00:00Z,2016-02-09T00:00:00Z,2016,Yonge-Eglinton (100),Other,UNKNOWN
2016-03-09T00:00:00Z,2016-03-11T00:00:00Z,2016,Yonge-Eglinton (100),Other,STOLEN
2016-03-26T00:00:00Z,2016-04-17T00:00:00Z,2016,Yonge-Eglinton (100),Other,STOLEN
2016-03-26T00:00:00Z,2016-04-17T00:00:00Z,2016,Yonge-Eglinton (100),Other,STOLEN
2015-05-27T00:00:00Z,2015-05-27T00:00:00Z,2015,Yonge-Eglinton (100),Outside,STOLEN
2016-05-20T00:00:00Z,2016-05-20T00:00:00Z,2016,Yonge-Eglinton (100),House,UNKNOWN
2016-06-21T00:00:00Z,2016-06-26T00:00:00Z,2016,Yonge-Eglinton (100),House,STOLEN
2016-07-05T00:00:00Z,2016-07-05T00:00:00Z,2016,Yonge-Eglinton (100),Outside,STOLEN
2016-07-16T00:00:00Z,2016-08-24T00:00:00Z,2016,Yonge-Eglinton (100),House,STOLEN
2016-09-03T00:00:00Z,2016-09-03T00:00:00Z,2016,Yonge-Eglinton (100),Other,STOLEN
2016-09-21T00:00:00Z,2016-09-23T00:00:00Z,2016,Yonge-Eglinton (100),Apartment,STOLEN
2016-09-21T00:00:00Z,2016-09-23T00:00:00Z,2016,Yonge-Eglinton (100),Apartment,STOLEN
2016-10-31T00:00:00Z,2016-11-01T00:00:00Z,2016,Yonge-Eglinton (100),Outside,STOLEN
2016-11-30T00:00:00Z,2016-12-01T00:00:00Z,2016,Yonge-Eglinton (100),Other,STOLEN
2018-09-23T00:00:00Z,2018-09-27T00:00:00Z,2018,Yonge-Eglinton (100),Apartment,STOLEN
2019-07-21T00:00:00Z,2019-07-24T00:00:00Z,2019,Yonge-Eglinton (100),House,STOLEN
2019-11-22T00:00:00Z,2019-11-23T00:00:00Z,2019,Yonge-Eglinton (100),Commercial,STOLEN
2019-06-08T00:00:00Z,2019-06-11T00:00:00Z,2019,Yonge-St.Clair (97),Apartment,STOLEN
2020-06-12T00:00:00Z,2020-06-12T00:00:00Z,2020,Yonge-Eglinton (100),Other,STOLEN
2020-06-22T00:00:00Z,2020-06-22T00:00:00Z,2020,Yonge-Eglinton (100),Outside,STOLEN
2016-05-27T00:00:00Z,2016-06-08T00:00:00Z,2016,Yonge-Eglinton (100),House,STOLEN
2016-05-27T00:00:00Z,2016-06-08T00:00:00Z,2016,Yonge-Eglinton (100),House,STOLEN
2017-06-12T00:00:00Z,2017-06-13T00:00:00Z,2017,Yonge-Eglinton (100),Other,STOLEN
2017-08-02T00:00:00Z,2017-08-02T00:00:00Z,2017,Yonge-Eglinton (100),Other,STOLEN
2017-08-29T00:00:00Z,2017-08-29T00:00:00Z,2017,Yonge-Eglinton (100),Other,STOLEN
2017-09-24T00:00:00Z,2017-09-25T00:00:00Z,2017,Yonge-Eglinton (100),Apartment,STOLEN
2018-05-25T00:00:00Z,2018-05-25T00:00:00Z,2018,Yonge-Eglinton (100),Outside,STOLEN
2018-06-26T00:00:00Z,2018-06-27T00:00:00Z,2018,Yonge-Eglinton (100),Outside,STOLEN
2014-07-02T00:00:00Z,2014-07-03T00:00:00Z,2014,Yonge-Eglinton (100),Outside,STOLEN
2014-06-30T00:00:00Z,2014-06-30T00:00:00Z,2014,Yonge-Eglinton (100),Transit,STOLEN
2015-09-27T00:00:00Z,2015-09-28T00:00:00Z,2015,Yonge-Eglinton (100),Commercial,STOLEN
2020-07-20T00:00:00Z,2020-07-22T00:00:00Z,2020,Yonge-Eglinton (100),Other,STOLEN
2020-07-26T00:00:00Z,2020-07-26T00:00:00Z,2020,Yonge-Eglinton (100),Outside,STOLEN
2020-08-20T00:00:00Z,2020-08-21T00:00:00Z,2020,Yonge-Eglinton (100),Apartment,STOLEN
2019-09-06T00:00:00Z,2019-09-07T00:00:00Z,2019,Rosedale-Moore Park (98),Transit,STOLEN
2017-05-24T00:00:00Z,2017-05-28T00:00:00Z,2017,Rosedale-Moore Park (98),Apartment,STOLEN
2017-06-01T00:00:00Z,2017-06-04T00:00:00Z,2017,Rosedale-Moore Park (98),Outside,STOLEN
2017-06-14T00:00:00Z,2017-06-14T00:00:00Z,2017,Rosedale-Moore Park (98),Commercial,STOLEN
2017-07-04T00:00:00Z,2017-07-05T00:00:00Z,2017,Rosedale-Moore Park (98),Apartment,STOLEN
2017-07-08T00:00:00Z,2017-07-08T00:00:00Z,2017,Rosedale-Moore Park (98),Commercial,STOLEN
2017-07-08T00:00:00Z,2017-07-08T00:00:00Z,2017,Rosedale-Moore Park (98),Commercial,STOLEN
2017-07-21T00:00:00Z,2017-07-21T00:00:00Z,2017,Rosedale-Moore Park (98),Transit,STOLEN
2017-07-23T00:00:00Z,2017-07-23T00:00:00Z,2017,Rosedale-Moore Park (98),House,STOLEN
2017-07-23T00:00:00Z,2017-07-23T00:00:00Z,2017,Rosedale-Moore Park (98),House,STOLEN
2017-07-23T00:00:00Z,2017-07-23T00:00:00Z,2017,Rosedale-Moore Park (98),House,STOLEN
2017-07-28T00:00:00Z,2017-07-28T00:00:00Z,2017,Rosedale-Moore Park (98),Outside,STOLEN
2017-07-29T00:00:00Z,2017-07-29T00:00:00Z,2017,Rosedale-Moore Park (98),Transit,STOLEN
2017-08-15T00:00:00Z,2017-08-16T00:00:00Z,2017,Rosedale-Moore Park (98),Outside,STOLEN
2017-08-14T00:00:00Z,2017-08-18T00:00:00Z,2017,Rosedale-Moore Park (98),Apartment,STOLEN
2017-08-22T00:00:00Z,2017-08-24T00:00:00Z,2017,Rosedale-Moore Park (98),Apartment,STOLEN
2017-08-25T00:00:00Z,2017-08-26T00:00:00Z,2017,Rosedale-Moore Park (98),Outside,STOLEN
2017-09-13T00:00:00Z,2017-09-15T00:00:00Z,2017,Rosedale-Moore Park (98),Outside,STOLEN
2017-09-16T00:00:00Z,2017-09-17T00:00:00Z,2017,Rosedale-Moore Park (98),Commercial,STOLEN
2017-09-19T00:00:00Z,2017-09-20T00:00:00Z,2017,Rosedale-Moore Park (98),Outside,STOLEN
2017-09-19T00:00:00Z,2017-09-20T00:00:00Z,2017,Rosedale-Moore Park (98),Outside,STOLEN
2017-09-15T00:00:00Z,2017-09-21T00:00:00Z,2017,Rosedale-Moore Park (98),Outside,STOLEN
2017-09-20T00:00:00Z,2017-09-20T00:00:00Z,2017,Rosedale-Moore Park (98),Outside,STOLEN
2017-10-10T00:00:00Z,2017-10-11T00:00:00Z,2017,Rosedale-Moore Park (98),Commercial,STOLEN
2017-10-18T00:00:00Z,2017-10-18T00:00:00Z,2017,Rosedale-Moore Park (98),Outside,STOLEN
2017-10-29T00:00:00Z,2017-10-29T00:00:00Z,2017,Rosedale-Moore Park (98),Commercial,STOLEN
2018-02-08T00:00:00Z,2018-02-09T00:00:00Z,2018,Rosedale-Moore Park (98),Outside,STOLEN
2018-01-28T00:00:00Z,2018-02-27T00:00:00Z,2018,Rosedale-Moore Park (98),Apartment,STOLEN
2018-04-27T00:00:00Z,2018-04-28T00:00:00Z,2018,Rosedale-Moore Park (98),Other,STOLEN
2018-05-01T00:00:00Z,2018-05-02T00:00:00Z,2018,Rosedale-Moore Park (98),Other,STOLEN
2018-05-07T00:00:00Z,2018-05-09T00:00:00Z,2018,Rosedale-Moore Park (98),Outside,STOLEN
2018-05-10T00:00:00Z,2018-05-10T00:00:00Z,2018,Rosedale-Moore Park (98),Outside,STOLEN
2018-05-22T00:00:00Z,2018-05-23T00:00:00Z,2018,Rosedale-Moore Park (98),Apartment,STOLEN
2018-05-24T00:00:00Z,2018-05-24T00:00:00Z,2018,Rosedale-Moore Park (98),Outside,STOLEN
2018-06-11T00:00:00Z,2018-06-11T00:00:00Z,2018,Rosedale-Moore Park (98),Commercial,STOLEN
2018-06-13T00:00:00Z,2018-06-13T00:00:00Z,2018,Rosedale-Moore Park (98),Commercial,STOLEN
2018-06-14T00:00:00Z,2018-06-16T00:00:00Z,2018,Rosedale-Moore Park (98),Outside,STOLEN
2018-06-18T00:00:00Z,2018-06-19T00:00:00Z,2018,Rosedale-Moore Park (98),Outside,STOLEN
2020-06-04T00:00:00Z,2020-06-04T00:00:00Z,2020,Yonge-St.Clair (97),Apartment,STOLEN
2018-06-14T00:00:00Z,2018-06-19T00:00:00Z,2018,Rosedale-Moore Park (98),Outside,STOLEN
2018-06-21T00:00:00Z,2018-06-21T00:00:00Z,2018,Rosedale-Moore Park (98),Transit,STOLEN
2018-06-24T00:00:00Z,2018-06-24T00:00:00Z,2018,Rosedale-Moore Park (98),House,STOLEN
2018-06-25T00:00:00Z,2018-06-26T00:00:00Z,2018,Rosedale-Moore Park (98),Transit,STOLEN
2018-06-16T00:00:00Z,2018-07-02T00:00:00Z,2018,Rosedale-Moore Park (98),Apartment,STOLEN
2018-07-05T00:00:00Z,2018-07-05T00:00:00Z,2018,Rosedale-Moore Park (98),Outside,STOLEN
2018-07-27T00:00:00Z,2018-07-27T00:00:00Z,2018,Rosedale-Moore Park (98),Apartment,STOLEN
2018-07-07T00:00:00Z,2018-07-29T00:00:00Z,2018,Rosedale-Moore Park (98),Apartment,STOLEN
2018-08-07T00:00:00Z,2018-08-08T00:00:00Z,2018,Rosedale-Moore Park (98),Other,STOLEN
2018-08-14T00:00:00Z,2018-08-14T00:00:00Z,2018,Rosedale-Moore Park (98),Outside,STOLEN
2018-08-15T00:00:00Z,2018-08-16T00:00:00Z,2018,Rosedale-Moore Park (98),Outside,STOLEN
2018-08-15T00:00:00Z,2018-08-16T00:00:00Z,2018,Rosedale-Moore Park (98),Outside,STOLEN
2018-08-15T00:00:00Z,2018-08-16T00:00:00Z,2018,Rosedale-Moore Park (98),Outside,STOLEN
2018-08-16T00:00:00Z,2018-08-21T00:00:00Z,2018,Rosedale-Moore Park (98),House,STOLEN
2018-08-25T00:00:00Z,2018-08-25T00:00:00Z,2018,Rosedale-Moore Park (98),Outside,STOLEN
2018-08-27T00:00:00Z,2018-08-30T00:00:00Z,2018,Rosedale-Moore Park (98),Transit,STOLEN
2018-08-14T00:00:00Z,2018-09-14T00:00:00Z,2018,Rosedale-Moore Park (98),Commercial,STOLEN
2018-09-22T00:00:00Z,2018-09-24T00:00:00Z,2018,Rosedale-Moore Park (98),Apartment,STOLEN
2018-09-01T00:00:00Z,2018-10-04T00:00:00Z,2018,Rosedale-Moore Park (98),Apartment,STOLEN
2018-11-14T00:00:00Z,2018-11-15T00:00:00Z,2018,Rosedale-Moore Park (98),Apartment,STOLEN
2018-11-12T00:00:00Z,2018-11-16T00:00:00Z,2018,Rosedale-Moore Park (98),Outside,STOLEN
2018-11-12T00:00:00Z,2018-11-16T00:00:00Z,2018,Rosedale-Moore Park (98),Outside,STOLEN
2018-11-24T00:00:00Z,2018-11-29T00:00:00Z,2018,Rosedale-Moore Park (98),Commercial,STOLEN
2019-04-30T00:00:00Z,2019-04-30T00:00:00Z,2019,Rosedale-Moore Park (98),House,STOLEN
2019-05-02T00:00:00Z,2019-05-02T00:00:00Z,2019,Rosedale-Moore Park (98),Outside,STOLEN
2019-05-27T00:00:00Z,2019-05-27T00:00:00Z,2019,Rosedale-Moore Park (98),Outside,STOLEN
2019-06-15T00:00:00Z,2019-06-18T00:00:00Z,2019,Rosedale-Moore Park (98),Commercial,UNKNOWN
2019-07-08T00:00:00Z,2019-07-08T00:00:00Z,2019,Rosedale-Moore Park (98),Apartment,STOLEN
2019-09-10T00:00:00Z,2019-09-11T00:00:00Z,2019,Rosedale-Moore Park (98),House,STOLEN
2019-07-15T00:00:00Z,2019-07-15T00:00:00Z,2019,Rosedale-Moore Park (98),Outside,STOLEN
2019-07-05T00:00:00Z,2019-07-21T00:00:00Z,2019,Rosedale-Moore Park (98),Apartment,STOLEN
2019-07-23T00:00:00Z,2019-07-23T00:00:00Z,2019,Rosedale-Moore Park (98),Other,STOLEN
2019-07-27T00:00:00Z,2019-07-27T00:00:00Z,2019,Rosedale-Moore Park (98),Outside,STOLEN
2019-07-29T00:00:00Z,2019-07-29T00:00:00Z,2019,Rosedale-Moore Park (98),Commercial,STOLEN
2019-07-29T00:00:00Z,2019-07-31T00:00:00Z,2019,Rosedale-Moore Park (98),Apartment,STOLEN
2019-08-02T00:00:00Z,2019-08-10T00:00:00Z,2019,Rosedale-Moore Park (98),Outside,STOLEN
2019-07-31T00:00:00Z,2019-08-10T00:00:00Z,2019,Rosedale-Moore Park (98),Apartment,STOLEN
2019-07-29T00:00:00Z,2019-07-31T00:00:00Z,2019,Rosedale-Moore Park (98),Apartment,STOLEN
2019-04-22T00:00:00Z,2019-04-22T00:00:00Z,2019,Yonge-St.Clair (97),Other,STOLEN
2019-04-24T00:00:00Z,2019-06-24T00:00:00Z,2019,Yonge-St.Clair (97),Apartment,STOLEN
2019-04-24T00:00:00Z,2019-06-24T00:00:00Z,2019,Yonge-St.Clair (97),Apartment,STOLEN
2019-06-22T00:00:00Z,2019-06-24T00:00:00Z,2019,Yonge-St.Clair (97),Outside,STOLEN
2019-06-22T00:00:00Z,2019-06-24T00:00:00Z,2019,Yonge-St.Clair (97),Outside,STOLEN
2019-08-05T00:00:00Z,2019-08-05T00:00:00Z,2019,Yonge-St.Clair (97),Other,STOLEN
2019-08-23T00:00:00Z,2019-08-25T00:00:00Z,2019,Yonge-St.Clair (97),Outside,STOLEN
2019-08-30T00:00:00Z,2019-08-30T00:00:00Z,2019,Yonge-St.Clair (97),Outside,STOLEN
2019-09-03T00:00:00Z,2019-09-04T00:00:00Z,2019,Yonge-St.Clair (97),Outside,STOLEN
2019-09-05T00:00:00Z,2019-09-05T00:00:00Z,2019,Yonge-St.Clair (97),Outside,STOLEN
2019-10-18T00:00:00Z,2019-10-18T00:00:00Z,2019,Yonge-St.Clair (97),Outside,STOLEN
2019-11-28T00:00:00Z,2019-12-02T00:00:00Z,2019,Yonge-St.Clair (97),Apartment,STOLEN
2020-02-16T00:00:00Z,2020-02-16T00:00:00Z,2020,Yonge-St.Clair (97),Apartment,STOLEN
2020-02-16T00:00:00Z,2020-02-16T00:00:00Z,2020,Yonge-St.Clair (97),Apartment,STOLEN
2020-04-20T00:00:00Z,2020-04-23T00:00:00Z,2020,Yonge-St.Clair (97),Other,STOLEN
2020-05-03T00:00:00Z,2020-05-03T00:00:00Z,2020,Yonge-St.Clair (97),Apartment,STOLEN
2020-05-04T00:00:00Z,2020-05-04T00:00:00Z,2020,Yonge-St.Clair (97),House,STOLEN
2020-06-13T00:00:00Z,2020-06-15T00:00:00Z,2020,Yonge-St.Clair (97),Apartment,STOLEN
2020-05-24T00:00:00Z,2020-06-22T00:00:00Z,2020,Yonge-St.Clair (97),Apartment,STOLEN
2020-06-20T00:00:00Z,2020-06-28T00:00:00Z,2020,Yonge-St.Clair (97),Apartment,STOLEN
2020-07-07T00:00:00Z,2020-07-08T00:00:00Z,2020,Yonge-St.Clair (97),Apartment,STOLEN
2020-07-06T00:00:00Z,2020-07-21T00:00:00Z,2020,Yonge-St.Clair (97),Outside,STOLEN
2020-09-14T00:00:00Z,2020-09-23T00:00:00Z,2020,Yonge-St.Clair (97),Outside,STOLEN
2020-09-01T00:00:00Z,2020-09-27T00:00:00Z,2020,Yonge-St.Clair (97),Apartment,STOLEN
2020-09-15T00:00:00Z,2020-09-27T00:00:00Z,2020,Yonge-St.Clair (97),Apartment,STOLEN
2020-11-27T00:00:00Z,2020-11-28T00:00:00Z,2020,Yonge-St.Clair (97),Other,STOLEN
2014-06-26T00:00:00Z,2014-07-02T00:00:00Z,2014,Yonge-St.Clair (97),Apartment,STOLEN
2014-06-26T00:00:00Z,2014-07-09T00:00:00Z,2014,Yonge-St.Clair (97),Apartment,STOLEN
2014-09-13T00:00:00Z,2014-09-13T00:00:00Z,2014,Yonge-St.Clair (97),Apartment,UNKNOWN
2015-03-09T00:00:00Z,2015-03-19T00:00:00Z,2015,Yonge-St.Clair (97),Outside,STOLEN
2015-06-24T00:00:00Z,2015-06-24T00:00:00Z,2015,Yonge-St.Clair (97),Outside,STOLEN
2015-07-24T00:00:00Z,2015-07-25T00:00:00Z,2015,Yonge-St.Clair (97),Commercial,STOLEN
2015-08-08T00:00:00Z,2015-08-09T00:00:00Z,2015,Yonge-St.Clair (97),Other,STOLEN
2015-08-16T00:00:00Z,2015-08-17T00:00:00Z,2015,Yonge-St.Clair (97),Apartment,STOLEN
2015-08-31T00:00:00Z,2015-09-01T00:00:00Z,2015,Yonge-St.Clair (97),Outside,STOLEN
2015-09-19T00:00:00Z,2015-09-20T00:00:00Z,2015,Yonge-St.Clair (97),Outside,STOLEN
2015-09-19T00:00:00Z,2015-09-20T00:00:00Z,2015,Yonge-St.Clair (97),Outside,STOLEN
2016-01-20T00:00:00Z,2016-03-08T00:00:00Z,2016,Yonge-St.Clair (97),Transit,STOLEN
2016-04-23T00:00:00Z,2016-04-25T00:00:00Z,2016,Yonge-St.Clair (97),House,STOLEN
2016-06-15T00:00:00Z,2016-06-19T00:00:00Z,2016,Yonge-St.Clair (97),Outside,STOLEN
2016-06-17T00:00:00Z,2016-06-17T00:00:00Z,2016,Yonge-St.Clair (97),Commercial,STOLEN
2016-06-17T00:00:00Z,2016-06-21T00:00:00Z,2016,Yonge-St.Clair (97),Outside,STOLEN
2016-09-26T00:00:00Z,2016-10-24T00:00:00Z,2016,Yonge-St.Clair (97),Apartment,STOLEN
2018-09-19T00:00:00Z,2018-09-20T00:00:00Z,2018,Yonge-St.Clair (97),Apartment,STOLEN
2018-10-10T00:00:00Z,2018-10-10T00:00:00Z,2018,Yonge-St.Clair (97),Outside,STOLEN
2019-06-07T00:00:00Z,2019-06-13T00:00:00Z,2019,Yonge-St.Clair (97),Apartment,STOLEN
2019-06-16T00:00:00Z,2019-06-17T00:00:00Z,2019,Yonge-St.Clair (97),Apartment,STOLEN
2019-10-11T00:00:00Z,2019-10-21T00:00:00Z,2019,Yonge-St.Clair (97),Apartment,STOLEN
2019-11-06T00:00:00Z,2019-11-07T00:00:00Z,2019,Yonge-St.Clair (97),Apartment,STOLEN
2020-04-21T00:00:00Z,2020-04-22T00:00:00Z,2020,Yonge-St.Clair (97),Other,STOLEN
2016-11-11T00:00:00Z,2016-11-16T00:00:00Z,2016,Yonge-St.Clair (97),Outside,STOLEN
2017-11-07T00:00:00Z,2017-11-11T00:00:00Z,2017,Yonge-St.Clair (97),Apartment,STOLEN
2017-11-24T00:00:00Z,2017-11-25T00:00:00Z,2017,Yonge-St.Clair (97),Commercial,UNKNOWN
2014-04-19T00:00:00Z,2014-04-19T00:00:00Z,2014,Yonge-St.Clair (97),Outside,STOLEN
2015-05-06T00:00:00Z,2015-05-06T00:00:00Z,2015,Yonge-St.Clair (97),Outside,STOLEN
2015-06-23T00:00:00Z,2015-06-23T00:00:00Z,2015,Yonge-St.Clair (97),Commercial,STOLEN
2015-07-09T00:00:00Z,2015-07-09T00:00:00Z,2015,Yonge-St.Clair (97),Commercial,STOLEN
2015-10-16T00:00:00Z,2015-10-16T00:00:00Z,2015,Yonge-St.Clair (97),Outside,UNKNOWN
2020-09-12T00:00:00Z,2020-09-12T00:00:00Z,2020,Yonge-St.Clair (97),House,STOLEN
2020-12-13T00:00:00Z,2020-12-13T00:00:00Z,2020,Yonge-St.Clair (97),Apartment,STOLEN
2020-10-16T00:00:00Z,2020-10-17T00:00:00Z,2020,Yonge-St.Clair (97),Apartment,STOLEN
2020-11-27T00:00:00Z,2020-11-28T00:00:00Z,2020,Yonge-St.Clair (97),Apartment,STOLEN
2014-12-07T00:00:00Z,2014-12-07T00:00:00Z,2014,Yonge-St.Clair (97),Outside,STOLEN
2015-05-21T00:00:00Z,2015-05-28T00:00:00Z,2015,Yonge-St.Clair (97),Commercial,STOLEN
2015-07-16T00:00:00Z,2015-07-23T00:00:00Z,2015,Yonge-St.Clair (97),Commercial,STOLEN
2015-09-26T00:00:00Z,2015-10-02T00:00:00Z,2015,Yonge-St.Clair (97),Commercial,STOLEN
2015-09-26T00:00:00Z,2015-10-02T00:00:00Z,2015,Yonge-St.Clair (97),Commercial,STOLEN
2015-10-28T00:00:00Z,2015-10-29T00:00:00Z,2015,Yonge-St.Clair (97),House,STOLEN
2015-12-14T00:00:00Z,2015-12-15T00:00:00Z,2015,Yonge-St.Clair (97),Apartment,STOLEN
2016-05-28T00:00:00Z,2016-06-16T00:00:00Z,2016,Yonge-St.Clair (97),Apartment,STOLEN
2016-10-13T00:00:00Z,2016-10-18T00:00:00Z,2016,Yonge-St.Clair (97),House,STOLEN
2016-11-14T00:00:00Z,2016-11-14T00:00:00Z,2016,Yonge-St.Clair (97),Outside,STOLEN
2017-04-21T00:00:00Z,2017-04-26T00:00:00Z,2017,Yonge-St.Clair (97),Apartment,STOLEN
2017-11-21T00:00:00Z,2017-11-23T00:00:00Z,2017,Yonge-St.Clair (97),Apartment,STOLEN
2018-04-01T00:00:00Z,2018-04-01T00:00:00Z,2018,Yonge-St.Clair (97),Apartment,STOLEN
2018-10-13T00:00:00Z,2018-10-16T00:00:00Z,2018,Yonge-St.Clair (97),House,STOLEN
2019-08-29T00:00:00Z,2019-08-29T00:00:00Z,2019,Yonge-St.Clair (97),Commercial,STOLEN
2019-09-03T00:00:00Z,2019-09-04T00:00:00Z,2019,Yonge-St.Clair (97),Outside,STOLEN
